Year,Month,Day,"Patuxent Reservoir Inflow, MGD",BOP Storage,EOP Storage,Release,Spill,,
1929,10,1,42,9100,9097.25,44.75,0,,
1929,10,2,410,9097.25,9462.5,44.75,0,,
1929,10,3,281,9462.5,9698.75,44.75,0,,
1929,10,4,64,9698.75,9718,44.75,0,,
1929,10,5,51,9718,9724.25,44.75,0,,
1929,10,6,43,9724.25,9722.5,44.75,0,,
1929,10,7,39,9722.5,9716.75,44.75,0,,
1929,10,8,37,9716.75,9709,44.75,0,,
1929,10,9,34,9709,9698.25,44.75,0,,
1929,10,10,33,9698.25,9686.5,44.75,0,,
1929,10,11,32,9686.5,9673.75,44.75,0,,
1929,10,12,32,9673.75,9661,44.75,0,,
1929,10,13,32,9661,9648.25,44.75,0,,
1929,10,14,31,9648.25,9634.5,44.75,0,,
1929,10,15,32,9634.5,9621.75,44.75,0,,
1929,10,16,31,9621.75,9608,44.75,0,,
1929,10,17,31,9608,9594.25,44.75,0,,
1929,10,18,29,9594.25,9578.5,44.75,0,,
1929,10,19,29,9578.5,9562.75,44.75,0,,
1929,10,20,30,9562.75,9548,44.75,0,,
1929,10,21,30,9548,9533.25,44.75,0,,
1929,10,22,224,9533.25,9712.5,44.75,0,,
1929,10,23,300,9712.5,9967.75,44.75,0,,
1929,10,24,79,9967.75,10002,44.75,0,,
1929,10,25,58,10002,10015.25,44.75,0,,
1929,10,26,51,10015.25,10021.5,44.75,0,,
1929,10,27,47,10021.5,10023.75,44.75,0,,
1929,10,28,43,10023.75,10022,44.75,0,,
1929,10,29,42,10022,10019.25,44.75,0,,
1929,10,30,43,10019.25,10017.5,44.75,0,,
1929,10,31,56,10017.5,10028.75,44.75,0,,
1929,11,1,54,10028.75,10038,44.75,0,,
1929,11,2,48,10038,10041.25,44.75,0,,
1929,11,3,119,10041.25,10100,44.75,15.5,,
1929,11,4,193,10100,10100,44.75,148.25,,
1929,11,5,90,10100,10100,44.75,45.25,,
1929,11,6,69,10100,10100,44.75,24.25,,
1929,11,7,62,10100,10100,44.75,17.25,,
1929,11,8,58,10100,10100,44.75,13.25,,
1929,11,9,55,10100,10100,44.75,10.25,,
1929,11,10,51,10100,10100,44.75,6.25,,
1929,11,11,50,10100,10100,44.75,5.25,,
1929,11,12,50,10100,10100,44.75,5.25,,
1929,11,13,48,10100,10100,44.75,3.25,,
1929,11,14,51,10100,10100,44.75,6.25,,
1929,11,15,56,10100,10100,44.75,11.25,,
1929,11,16,55,10100,10100,44.75,10.25,,
1929,11,17,51,10100,10100,44.75,6.25,,
1929,11,18,118,10100,10100,44.75,73.25,,
1929,11,19,109,10100,10100,44.75,64.25,,
1929,11,20,68,10100,10100,44.75,23.25,,
1929,11,21,60,10100,10100,44.75,15.25,,
1929,11,22,55,10100,10100,44.75,10.25,,
1929,11,23,54,10100,10100,44.75,9.25,,
1929,11,24,54,10100,10100,44.75,9.25,,
1929,11,25,54,10100,10100,44.75,9.25,,
1929,11,26,51,10100,10100,44.75,6.25,,
1929,11,27,51,10100,10100,44.75,6.25,,
1929,11,28,50,10100,10100,44.75,5.25,,
1929,11,29,47,10100,10100,44.75,2.25,,
1929,11,30,36,10100,10091.25,44.75,0,,
1929,12,1,37,10091.25,10083.5,44.75,0,,
1929,12,2,37,10083.5,10075.75,44.75,0,,
1929,12,3,37,10075.75,10068,44.75,0,,
1929,12,4,37,10068,10060.25,44.75,0,,
1929,12,5,44,10060.25,10059.5,44.75,0,,
1929,12,6,50,10059.5,10064.75,44.75,0,,
1929,12,7,55,10064.75,10075,44.75,0,,
1929,12,8,54,10075,10084.25,44.75,0,,
1929,12,9,51,10084.25,10090.5,44.75,0,,
1929,12,10,47,10090.5,10092.75,44.75,0,,
1929,12,11,47,10092.75,10095,44.75,0,,
1929,12,12,46,10095,10096.25,44.75,0,,
1929,12,13,50,10096.25,10100,44.75,1.5,,
1929,12,14,69,10100,10100,44.75,24.25,,
1929,12,15,60,10100,10100,44.75,15.25,,
1929,12,16,53,10100,10100,44.75,8.25,,
1929,12,17,50,10100,10100,44.75,5.25,,
1929,12,18,51,10100,10100,44.75,6.25,,
1929,12,19,62,10100,10100,44.75,17.25,,
1929,12,20,62,10100,10100,44.75,17.25,,
1929,12,21,48,10100,10100,44.75,3.25,,
1929,12,22,44,10100,10099.25,44.75,0,,
1929,12,23,44,10099.25,10098.5,44.75,0,,
1929,12,24,44,10098.5,10097.75,44.75,0,,
1929,12,25,44,10097.75,10097,44.75,0,,
1929,12,26,44,10097,10096.25,44.75,0,,
1929,12,27,44,10096.25,10095.5,44.75,0,,
1929,12,28,55,10095.5,10100,44.75,5.75,,
1929,12,29,97,10100,10100,44.75,52.25,,
1929,12,30,81,10100,10100,44.75,36.25,,
1929,12,31,75,10100,10100,44.75,30.25,,
1930,1,1,74,10100,10100,44.75,29.25,,
1930,1,2,71,10100,10100,44.75,26.25,,
1930,1,3,68,10100,10100,44.75,23.25,,
1930,1,4,62,10100,10100,44.75,17.25,,
1930,1,5,55,10100,10100,44.75,10.25,,
1930,1,6,53,10100,10100,44.75,8.25,,
1930,1,7,54,10100,10100,44.75,9.25,,
1930,1,8,54,10100,10100,44.75,9.25,,
1930,1,9,53,10100,10100,44.75,8.25,,
1930,1,10,52,10100,10100,44.75,7.25,,
1930,1,11,48,10100,10100,44.75,3.25,,
1930,1,12,46,10100,10100,44.75,1.25,,
1930,1,13,48,10100,10100,44.75,3.25,,
1930,1,14,56,10100,10100,44.75,11.25,,
1930,1,15,80,10100,10100,44.75,35.25,,
1930,1,16,64,10100,10100,44.75,19.25,,
1930,1,17,55,10100,10100,44.75,10.25,,
1930,1,18,40,10100,10095.25,44.75,0,,
1930,1,19,40,10095.25,10090.5,44.75,0,,
1930,1,20,40,10090.5,10085.75,44.75,0,,
1930,1,21,40,10085.75,10081,44.75,0,,
1930,1,22,40,10081,10076.25,44.75,0,,
1930,1,23,40,10076.25,10071.5,44.75,0,,
1930,1,24,40,10071.5,10066.75,44.75,0,,
1930,1,25,40,10066.75,10062,44.75,0,,
1930,1,26,40,10062,10057.25,44.75,0,,
1930,1,27,40,10057.25,10052.5,44.75,0,,
1930,1,28,40,10052.5,10047.75,44.75,0,,
1930,1,29,40,10047.75,10043,44.75,0,,
1930,1,30,40,10043,10038.25,44.75,0,,
1930,1,31,40,10038.25,10033.5,44.75,0,,
1930,2,1,47,10033.5,10035.75,44.75,0,,3007
1930,2,2,47,10035.75,10038,44.75,0,,
1930,2,3,47,10038,10040.25,44.75,0,,
1930,2,4,117,10040.25,10100,44.75,12.5,,
1930,2,5,373,10100,10100,44.75,328.25,,
1930,2,6,181,10100,10100,44.75,136.25,,
1930,2,7,108,10100,10100,44.75,63.25,,
1930,2,8,94,10100,10100,44.75,49.25,,
1930,2,9,84,10100,10100,44.75,39.25,,
1930,2,10,90,10100,10100,44.75,45.25,,
1930,2,11,91,10100,10100,44.75,46.25,,
1930,2,12,77,10100,10100,44.75,32.25,,
1930,2,13,165,10100,10100,44.75,120.25,,
1930,2,14,249,10100,10100,44.75,204.25,,
1930,2,15,137,10100,10100,44.75,92.25,,
1930,2,16,103,10100,10100,44.75,58.25,,
1930,2,17,99,10100,10100,44.75,54.25,,
1930,2,18,102,10100,10100,44.75,57.25,,
1930,2,19,99,10100,10100,44.75,54.25,,
1930,2,20,91,10100,10100,44.75,46.25,,
1930,2,21,83,10100,10100,44.75,38.25,,
1930,2,22,78,10100,10100,44.75,33.25,,
1930,2,23,75,10100,10100,44.75,30.25,,
1930,2,24,74,10100,10100,44.75,29.25,,
1930,2,25,73,10100,10100,44.75,28.25,,
1930,2,26,73,10100,10100,44.75,28.25,,
1930,2,27,81,10100,10100,44.75,36.25,,
1930,2,28,69,10100,10100,44.75,24.25,,
1930,3,1,66,10100,10100,44.75,21.25,,
1930,3,2,66,10100,10100,44.75,21.25,,
1930,3,3,60,10100,10100,44.75,15.25,,
1930,3,4,58,10100,10100,44.75,13.25,,
1930,3,5,58,10100,10100,44.75,13.25,,
1930,3,6,60,10100,10100,44.75,15.25,,
1930,3,7,98,10100,10100,44.75,53.25,,
1930,3,8,599,10100,10100,44.75,554.25,,
1930,3,9,172,10100,10100,44.75,127.25,,
1930,3,10,118,10100,10100,44.75,73.25,,
1930,3,11,112,10100,10100,44.75,67.25,,
1930,3,12,133,10100,10100,44.75,88.25,,
1930,3,13,100,10100,10100,44.75,55.25,,
1930,3,14,89,10100,10100,44.75,44.25,,
1930,3,15,80,10100,10100,44.75,35.25,,
1930,3,16,78,10100,10100,44.75,33.25,,
1930,3,17,77,10100,10100,44.75,32.25,,
1930,3,18,75,10100,10100,44.75,30.25,,
1930,3,19,85,10100,10100,44.75,40.25,,
1930,3,20,74,10100,10100,44.75,29.25,,
1930,3,21,69,10100,10100,44.75,24.25,,
1930,3,22,64,10100,10100,44.75,19.25,,
1930,3,23,64,10100,10100,44.75,19.25,,
1930,3,24,62,10100,10100,44.75,17.25,,
1930,3,25,79,10100,10100,44.75,34.25,,
1930,3,26,96,10100,10100,44.75,51.25,,
1930,3,27,74,10100,10100,44.75,29.25,,
1930,3,28,67,10100,10100,44.75,22.25,,
1930,3,29,64,10100,10100,44.75,19.25,,
1930,3,30,64,10100,10100,44.75,19.25,,
1930,3,31,62,10100,10100,44.75,17.25,,
1930,4,1,60,10100,10100,44.75,15.25,,
1930,4,2,58,10100,10100,44.75,13.25,,
1930,4,3,60,10100,10100,44.75,15.25,,
1930,4,4,64,10100,10100,44.75,19.25,,
1930,4,5,60,10100,10100,44.75,15.25,,
1930,4,6,193,10100,10100,44.75,148.25,,
1930,4,7,678,10100,10100,44.75,633.25,,
1930,4,8,185,10100,10100,44.75,140.25,,
1930,4,9,124,10100,10100,44.75,79.25,,
1930,4,10,103,10100,10100,44.75,58.25,,
1930,4,11,94,10100,10100,44.75,49.25,,
1930,4,12,89,10100,10100,44.75,44.25,,
1930,4,13,85,10100,10100,44.75,40.25,,
1930,4,14,81,10100,10100,44.75,36.25,,
1930,4,15,79,10100,10100,44.75,34.25,,
1930,4,16,84,10100,10100,44.75,39.25,,
1930,4,17,96,10100,10100,44.75,51.25,,
1930,4,18,103,10100,10100,44.75,58.25,,
1930,4,19,97,10100,10100,44.75,52.25,,
1930,4,20,81,10100,10100,44.75,36.25,,
1930,4,21,77,10100,10100,44.75,32.25,,
1930,4,22,75,10100,10100,44.75,30.25,,
1930,4,23,73,10100,10100,44.75,28.25,,
1930,4,24,68,10100,10100,44.75,23.25,,
1930,4,25,66,10100,10100,44.75,21.25,,
1930,4,26,66,10100,10100,44.75,21.25,,
1930,4,27,64,10100,10100,44.75,19.25,,
1930,4,28,62,10100,10100,44.75,17.25,,
1930,4,29,62,10100,10100,44.75,17.25,,
1930,4,30,60,10100,10100,44.75,15.25,,
1930,5,1,60,10100,10100,44.75,15.25,,
1930,5,2,60,10100,10100,44.75,15.25,,
1930,5,3,60,10100,10100,44.75,15.25,,
1930,5,4,55,10100,10100,44.75,10.25,,
1930,5,5,53,10100,10100,44.75,8.25,,
1930,5,6,53,10100,10100,44.75,8.25,,
1930,5,7,52,10100,10100,44.75,7.25,,
1930,5,8,51,10100,10100,44.75,6.25,,
1930,5,9,48,10100,10100,44.75,3.25,,
1930,5,10,47,10100,10100,44.75,2.25,,
1930,5,11,46,10100,10100,44.75,1.25,,
1930,5,12,47,10100,10100,44.75,2.25,,
1930,5,13,46,10100,10100,44.75,1.25,,
1930,5,14,48,10100,10100,44.75,3.25,,
1930,5,15,62,10100,10100,44.75,17.25,,
1930,5,16,51,10100,10100,44.75,6.25,,
1930,5,17,46,10100,10100,44.75,1.25,,
1930,5,18,44,10100,10099.25,44.75,0,,
1930,5,19,47,10099.25,10100,44.75,1.5,,
1930,5,20,58,10100,10100,44.75,13.25,,
1930,5,21,47,10100,10100,44.75,2.25,,
1930,5,22,43,10100,10098.25,44.75,0,,
1930,5,23,41,10098.25,10094.5,44.75,0,,
1930,5,24,40,10094.5,10089.75,44.75,0,,
1930,5,25,46,10089.75,10091,44.75,0,,
1930,5,26,40,10091,10086.25,44.75,0,,
1930,5,27,38,10086.25,10079.5,44.75,0,,
1930,5,28,37,10079.5,10071.75,44.75,0,,
1930,5,29,36,10071.75,10063,44.75,0,,
1930,5,30,36,10063,10054.25,44.75,0,,
1930,5,31,34,10054.25,10043.5,44.75,0,,
1930,6,1,33,10043.5,10031.75,44.75,0,,
1930,6,2,32,10031.75,10019,44.75,0,,
1930,6,3,31,10019,10005.25,44.75,0,,
1930,6,4,29,10005.25,9989.5,44.75,0,,
1930,6,5,28,9989.5,9972.75,44.75,0,,
1930,6,6,24,9972.75,9952,44.75,0,,
1930,6,7,32,9952,9939.25,44.75,0,,
1930,6,8,34,9939.25,9928.5,44.75,0,,
1930,6,9,43,9928.5,9926.75,44.75,0,,
1930,6,10,38,9926.75,9920,44.75,0,,
1930,6,11,34,9920,9909.25,44.75,0,,
1930,6,12,30,9909.25,9894.5,44.75,0,,
1930,6,13,29,9894.5,9878.75,44.75,0,,
1930,6,14,28,9878.75,9862,44.75,0,,
1930,6,15,27,9862,9844.25,44.75,0,,
1930,6,16,26,9844.25,9825.5,44.75,0,,
1930,6,17,53,9825.5,9833.75,44.75,0,,
1930,6,18,58,9833.75,9847,44.75,0,,
1930,6,19,36,9847,9838.25,44.75,0,,
1930,6,20,28,9838.25,9821.5,44.75,0,,
1930,6,21,26,9821.5,9802.75,44.75,0,,
1930,6,22,25,9802.75,9783,44.75,0,,
1930,6,23,23,9783,9761.25,44.75,0,,
1930,6,24,26,9761.25,9742.5,44.75,0,,
1930,6,25,33,9742.5,9730.75,44.75,0,,
1930,6,26,26,9730.75,9712,44.75,0,,
1930,6,27,23,9712,9690.25,44.75,0,,
1930,6,28,21,9690.25,9666.5,44.75,0,,
1930,6,29,20,9666.5,9641.75,44.75,0,,
1930,6,30,19,9641.75,9616,44.75,0,,
1930,7,1,19,9616,9590.25,44.75,0,,
1930,7,2,31,9590.25,9576.5,44.75,0,,
1930,7,3,23,9576.5,9554.75,44.75,0,,
1930,7,4,19,9554.75,9529,44.75,0,,
1930,7,5,18,9529,9502.25,44.75,0,,
1930,7,6,19,9502.25,9476.5,44.75,0,,
1930,7,7,19,9476.5,9450.75,44.75,0,,
1930,7,8,16,9450.75,9422,44.75,0,,
1930,7,9,15,9422,9392.25,44.75,0,,
1930,7,10,15,9392.25,9362.5,44.75,0,,
1930,7,11,14,9362.5,9331.75,44.75,0,,
1930,7,12,13,9331.75,9300,44.75,0,,
1930,7,13,13,9300,9268.25,44.75,0,,
1930,7,14,13,9268.25,9236.5,44.75,0,,
1930,7,15,13,9236.5,9204.75,44.75,0,,
1930,7,16,13,9204.75,9173,44.75,0,,
1930,7,17,12,9173,9140.25,44.75,0,,
1930,7,18,12,9140.25,9107.5,44.75,0,,
1930,7,19,12,9107.5,9074.75,44.75,0,,
1930,7,20,11,9074.75,9041,44.75,0,,
1930,7,21,9,9041,9005.25,44.75,0,,
1930,7,22,9,9005.25,8969.5,44.75,0,,
1930,7,23,15,8969.5,8939.75,44.75,0,,
1930,7,24,19,8939.75,8914,44.75,0,,
1930,7,25,11,8914,8880.25,44.75,0,,
1930,7,26,10,8880.25,8845.5,44.75,0,,
1930,7,27,9,8845.5,8809.75,44.75,0,,
1930,7,28,8,8809.75,8773,44.75,0,,
1930,7,29,8,8773,8736.25,44.75,0,,
1930,7,30,7,8736.25,8698.5,44.75,0,,
1930,7,31,7,8698.5,8660.75,44.75,0,,
1930,8,1,6,8660.75,8622,44.75,0,,
1930,8,2,7,8622,8584.25,44.75,0,,
1930,8,3,8,8584.25,8547.5,44.75,0,,
1930,8,4,6,8547.5,8508.75,44.75,0,,
1930,8,5,6,8508.75,8470,44.75,0,,
1930,8,6,5,8470,8430.25,44.75,0,,
1930,8,7,6,8430.25,8391.5,44.75,0,,
1930,8,8,5,8391.5,8351.75,44.75,0,,
1930,8,9,6,8351.75,8313,44.75,0,,
1930,8,10,5,8313,8273.25,44.75,0,,
1930,8,11,5,8273.25,8233.5,44.75,0,,
1930,8,12,5,8233.5,8193.75,44.75,0,,
1930,8,13,5,8193.75,8154,44.75,0,,
1930,8,14,5,8154,8114.25,44.75,0,,
1930,8,15,8,8114.25,8077.5,44.75,0,,
1930,8,16,9,8077.5,8041.75,44.75,0,,
1930,8,17,8,8041.75,8005,44.75,0,,
1930,8,18,9,8005,7969.25,44.75,0,,
1930,8,19,9,7969.25,7933.5,44.75,0,,
1930,8,20,7,7933.5,7895.75,44.75,0,,
1930,8,21,7,7895.75,7858,44.75,0,,
1930,8,22,7,7858,7820.25,44.75,0,,
1930,8,23,7,7820.25,7782.5,44.75,0,,
1930,8,24,7,7782.5,7744.75,44.75,0,,
1930,8,25,8,7744.75,7708,44.75,0,,
1930,8,26,6,7708,7669.25,44.75,0,,
1930,8,27,6,7669.25,7630.5,44.75,0,,
1930,8,28,9,7630.5,7594.75,44.75,0,,
1930,8,29,10,7594.75,7560,44.75,0,,
1930,8,30,11,7560,7526.25,44.75,0,,
1930,8,31,8,7526.25,7489.5,44.75,0,,
1930,9,1,7,7489.5,7451.75,44.75,0,,
1930,9,2,6,7451.75,7413,44.75,0,,
1930,9,3,7,7413,7375.25,44.75,0,,
1930,9,4,6,7375.25,7336.5,44.75,0,,
1930,9,5,5,7336.5,7296.75,44.75,0,,
1930,9,6,5,7296.75,7257,44.75,0,,
1930,9,7,5,7257,7217.25,44.75,0,,
1930,9,8,5,7217.25,7177.5,44.75,0,,
1930,9,9,5,7177.5,7137.75,44.75,0,,
1930,9,10,5,7137.75,7098,44.75,0,,
1930,9,11,5,7098,7058.25,44.75,0,,
1930,9,12,5,7058.25,7018.5,44.75,0,,
1930,9,13,10,7018.5,6983.75,44.75,0,,
1930,9,14,7,6983.75,6946,44.75,0,,
1930,9,15,10,6946,6911.25,44.75,0,,
1930,9,16,7,6911.25,6873.5,44.75,0,,
1930,9,17,16,6873.5,6844.75,44.75,0,,
1930,9,18,9,6844.75,6809,44.75,0,,
1930,9,19,7,6809,6771.25,44.75,0,,
1930,9,20,6,6771.25,6732.5,44.75,0,,
1930,9,21,6,6732.5,6693.75,44.75,0,,
1930,9,22,6,6693.75,6655,44.75,0,,
1930,9,23,5,6655,6615.25,44.75,0,,
1930,9,24,5,6615.25,6575.5,44.75,0,,
1930,9,25,5,6575.5,6535.75,44.75,0,,
1930,9,26,5,6535.75,6496,44.75,0,,
1930,9,27,5,6496,6456.25,44.75,0,,
1930,9,28,4,6456.25,6415.5,44.75,0,,
1930,9,29,4,6415.5,6374.75,44.75,0,,
1930,9,30,4,6374.75,6334,44.75,0,,
1930,10,1,4,6334,6293.25,44.75,0,,
1930,10,2,4,6293.25,6252.5,44.75,0,,
1930,10,3,4,6252.5,6211.75,44.75,0,,
1930,10,4,5,6211.75,6172,44.75,0,,
1930,10,5,5,6172,6132.25,44.75,0,,
1930,10,6,5,6132.25,6092.5,44.75,0,,
1930,10,7,5,6092.5,6052.75,44.75,0,,
1930,10,8,5,6052.75,6013,44.75,0,,
1930,10,9,5,6013,5973.25,44.75,0,,
1930,10,10,6,5973.25,5934.5,44.75,0,,
1930,10,11,6,5934.5,5895.75,44.75,0,,
1930,10,12,6,5895.75,5857,44.75,0,,
1930,10,13,5,5857,5817.25,44.75,0,,
1930,10,14,5,5817.25,5777.5,44.75,0,,
1930,10,15,6,5777.5,5738.75,44.75,0,,
1930,10,16,6,5738.75,5700,44.75,0,,
1930,10,17,7,5700,5662.25,44.75,0,,
1930,10,18,7,5662.25,5624.5,44.75,0,,
1930,10,19,7,5624.5,5586.75,44.75,0,,
1930,10,20,7,5586.75,5549,44.75,0,,
1930,10,21,8,5549,5512.25,44.75,0,,
1930,10,22,9,5512.25,5476.5,44.75,0,,
1930,10,23,10,5476.5,5441.75,44.75,0,,
1930,10,24,11,5441.75,5408,44.75,0,,
1930,10,25,11,5408,5374.25,44.75,0,,
1930,10,26,11,5374.25,5340.5,44.75,0,,
1930,10,27,11,5340.5,5306.75,44.75,0,,
1930,10,28,11,5306.75,5273,44.75,0,,
1930,10,29,14,5273,5242.25,44.75,0,,
1930,10,30,13,5242.25,5210.5,44.75,0,,
1930,10,31,11,5210.5,5176.75,44.75,0,,
1930,11,1,10,5176.75,5142,44.75,0,,
1930,11,2,11,5142,5108.25,44.75,0,,
1930,11,3,11,5108.25,5074.5,44.75,0,,
1930,11,4,12,5074.5,5041.75,44.75,0,,
1930,11,5,13,5041.75,5010,44.75,0,,
1930,11,6,13,5010,4978.25,44.75,0,,
1930,11,7,11,4978.25,4944.5,44.75,0,,
1930,11,8,11,4944.5,4910.75,44.75,0,,
1930,11,9,12,4910.75,4878,44.75,0,,
1930,11,10,13,4878,4846.25,44.75,0,,
1930,11,11,12,4846.25,4813.5,44.75,0,,
1930,11,12,13,4813.5,4781.75,44.75,0,,
1930,11,13,13,4781.75,4750,44.75,0,,
1930,11,14,15,4750,4720.25,44.75,0,,
1930,11,15,15,4720.25,4690.5,44.75,0,,
1930,11,16,13,4690.5,4658.75,44.75,0,,
1930,11,17,16,4658.75,4630,44.75,0,,
1930,11,18,17,4630,4602.25,44.75,0,,
1930,11,19,16,4602.25,4573.5,44.75,0,,
1930,11,20,15,4573.5,4543.75,44.75,0,,
1930,11,21,13,4543.75,4512,44.75,0,,
1930,11,22,14,4512,4481.25,44.75,0,,
1930,11,23,13,4481.25,4449.5,44.75,0,,
1930,11,24,13,4449.5,4417.75,44.75,0,,
1930,11,25,13,4417.75,4386,44.75,0,,
1930,11,26,13,4386,4354.25,44.75,0,,
1930,11,27,13,4354.25,4322.5,44.75,0,,
1930,11,28,11,4322.5,4288.75,44.75,0,,
1930,11,29,11,4288.75,4255,44.75,0,,
1930,11,30,11,4255,4221.25,44.75,0,,
1930,12,1,11,4221.25,4187.5,44.75,0,,
1930,12,2,11,4187.5,4153.75,44.75,0,,
1930,12,3,11,4153.75,4120,44.75,0,,
1930,12,4,11,4120,4086.25,44.75,0,,
1930,12,5,15,4086.25,4056.5,44.75,0,,
1930,12,6,15,4056.5,4026.75,44.75,0,,
1930,12,7,20,4026.75,4002,44.75,0,,
1930,12,8,25,4002,3982.25,44.75,0,,
1930,12,9,18,3982.25,3955.5,44.75,0,,
1930,12,10,16,3955.5,3926.75,44.75,0,,
1930,12,11,15,3926.75,3897,44.75,0,,
1930,12,12,15,3897,3867.25,44.75,0,,
1930,12,13,15,3867.25,3837.5,44.75,0,,
1930,12,14,15,3837.5,3807.75,44.75,0,,
1930,12,15,15,3807.75,3778,44.75,0,,
1930,12,16,12,3778,3745.25,44.75,0,,
1930,12,17,12,3745.25,3712.5,44.75,0,,
1930,12,18,12,3712.5,3679.75,44.75,0,,
1930,12,19,12,3679.75,3647,44.75,0,,
1930,12,20,12,3647,3614.25,44.75,0,,
1930,12,21,12,3614.25,3581.5,44.75,0,,
1930,12,22,12,3581.5,3548.75,44.75,0,,
1930,12,23,12,3548.75,3516,44.75,0,,
1930,12,24,57,3516,3528.25,44.75,0,,
1930,12,25,57,3528.25,3540.5,44.75,0,,
1930,12,26,57,3540.5,3552.75,44.75,0,,
1930,12,27,57,3552.75,3565,44.75,0,,
1930,12,28,57,3565,3577.25,44.75,0,,
1930,12,29,57,3577.25,3589.5,44.75,0,,
1930,12,30,57,3589.5,3601.75,44.75,0,,
1930,12,31,57,3601.75,3614,44.75,0,,
1931,1,1,13,3614,3582.25,44.75,0,,
1931,1,2,13,3582.25,3550.5,44.75,0,,
1931,1,3,13,3550.5,3518.75,44.75,0,,
1931,1,4,13,3518.75,3487,44.75,0,,
1931,1,5,13,3487,3455.25,44.75,0,,
1931,1,6,188,3455.25,3598.5,44.75,0,,
1931,1,7,19,3598.5,3572.75,44.75,0,,
1931,1,8,19,3572.75,3547,44.75,0,,
1931,1,9,19,3547,3521.25,44.75,0,,
1931,1,10,19,3521.25,3495.5,44.75,0,,
1931,1,11,19,3495.5,3469.75,44.75,0,,
1931,1,12,19,3469.75,3444,44.75,0,,
1931,1,13,19,3444,3418.25,44.75,0,,
1931,1,14,19,3418.25,3392.5,44.75,0,,
1931,1,15,19,3392.5,3366.75,44.75,0,,
1931,1,16,19,3366.75,3341,44.75,0,,
1931,1,17,18,3341,3314.25,44.75,0,,
1931,1,18,19,3314.25,3288.5,44.75,0,,
1931,1,19,226,3288.5,3469.75,44.75,0,,
1931,1,20,87,3469.75,3512,44.75,0,,
1931,1,21,24,3512,3491.25,44.75,0,,
1931,1,22,24,3491.25,3470.5,44.75,0,,
1931,1,23,24,3470.5,3449.75,44.75,0,,
1931,1,24,24,3449.75,3429,44.75,0,,
1931,1,25,23,3429,3407.25,44.75,0,,
1931,1,26,21,3407.25,3383.5,44.75,0,,
1931,1,27,21,3383.5,3359.75,44.75,0,,
1931,1,28,23,3359.75,3338,44.75,0,,
1931,1,29,23,3338,3316.25,44.75,0,,
1931,1,30,21,3316.25,3292.5,44.75,0,,
1931,1,31,20,3292.5,3267.75,44.75,0,,
1931,2,1,19,3267.75,3242,44.75,0,,
1931,2,2,19,3242,3216.25,44.75,0,,
1931,2,3,17,3216.25,3188.5,44.75,0,,
1931,2,4,17,3188.5,3160.75,44.75,0,,
1931,2,5,17,3160.75,3133,44.75,0,,
1931,2,6,17,3133,3105.25,44.75,0,,
1931,2,7,17,3105.25,3077.5,44.75,0,,
1931,2,8,19,3077.5,3051.75,44.75,0,,
1931,2,9,24,3051.75,3031,44.75,0,,
1931,2,10,62,3031,3048.25,44.75,0,,
1931,2,11,24,3048.25,3027.5,44.75,0,,
1931,2,12,24,3027.5,3006.75,44.75,0,,
1931,2,13,24,3006.75,2986,44.75,0,,
1931,2,14,24,2986,2965.25,44.75,0,,
1931,2,15,24,2965.25,2944.5,44.75,0,,
1931,2,16,24,2944.5,2923.75,44.75,0,,
1931,2,17,26,2923.75,2905,44.75,0,,
1931,2,18,37,2905,2897.25,44.75,0,,
1931,2,19,36,2897.25,2888.5,44.75,0,,
1931,2,20,32,2888.5,2875.75,44.75,0,,
1931,2,21,29,2875.75,2860,44.75,0,,
1931,2,22,27,2860,2842.25,44.75,0,,
1931,2,23,25,2842.25,2822.5,44.75,0,,
1931,2,24,25,2822.5,2802.75,44.75,0,,
1931,2,25,24,2802.75,2782,44.75,0,,
1931,2,26,23,2782,2760.25,44.75,0,,
1931,2,27,22,2760.25,2737.5,44.75,0,,
1931,2,28,21,2737.5,2713.75,44.75,0,,
1931,3,1,41,2713.75,2710,44.75,0,,
1931,3,2,64,2710,2729.25,44.75,0,,
1931,3,3,42,2729.25,2726.5,44.75,0,,
1931,3,4,35,2726.5,2716.75,44.75,0,,
1931,3,5,30,2716.75,2702,44.75,0,,
1931,3,6,28,2702,2685.25,44.75,0,,
1931,3,7,26,2685.25,2666.5,44.75,0,,
1931,3,8,40,2666.5,2661.75,44.75,0,,
1931,3,9,54,2661.75,2671,44.75,0,,
1931,3,10,38,2671,2664.25,44.75,0,,
1931,3,11,30,2664.25,2649.5,44.75,0,,
1931,3,12,28,2649.5,2632.75,44.75,0,,
1931,3,13,26,2632.75,2614,44.75,0,,
1931,3,14,25,2614,2594.25,44.75,0,,
1931,3,15,26,2594.25,2575.5,44.75,0,,
1931,3,16,28,2575.5,2558.75,44.75,0,,
1931,3,17,38,2558.75,2552,44.75,0,,
1931,3,18,50,2552,2557.25,44.75,0,,
1931,3,19,45,2557.25,2557.5,44.75,0,,
1931,3,20,42,2557.5,2554.75,44.75,0,,
1931,3,21,36,2554.75,2546,44.75,0,,
1931,3,22,32,2546,2533.25,44.75,0,,
1931,3,23,35,2533.25,2523.5,44.75,0,,
1931,3,24,31,2523.5,2509.75,44.75,0,,
1931,3,25,32,2509.75,2497,44.75,0,,
1931,3,26,30,2497,2482.25,44.75,0,,
